No.,Time,Source,Destination,Protocol,Length,Info,Label
4711,68.81775918,10.244.0.17,10.244.0.8,TCP,298,"38286  >  27017 [PSH, ACK] Seq=8755 Ack=10540 Win=64256 Len=232 TSval=600340552 TSecr=1126395007 [TCP segment of a reassembled PDU]",0
4712,68.82318026,10.244.0.11,10.244.0.14,TCP,66,8000  >  55210 [ACK] Seq=62 Ack=700 Win=64128 Len=0 TSval=3483011725 TSecr=1315782588,0
4713,68.82795209,10.244.0.8,10.244.0.17,TCP,378,"27017  >  38286 [PSH, ACK] Seq=10540 Ack=8987 Win=64128 Len=312 TSval=1126395534 TSecr=600340552 [TCP segment of a reassembled PDU]",0
4714,68.82798211,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=8987 Ack=10852 Win=64256 Len=0 TSval=600340562 TSecr=1126395534,0
4715,68.82892094,10.244.0.17,10.244.0.8,TCP,234,"38286  >  27017 [PSH, ACK] Seq=8987 Ack=10852 Win=64256 Len=168 TSval=600340563 TSecr=1126395534 [TCP segment of a reassembled PDU]",0
4716,68.83442422,10.244.0.8,10.244.0.17,TCP,197,"27017  >  38286 [PSH, ACK] Seq=10852 Ack=9155 Win=64128 Len=131 TSval=1126395541 TSecr=600340563 [TCP segment of a reassembled PDU]",0
4717,68.83941166,10.244.0.17,10.244.0.11,TCP,128,"8000  >  57136 [PSH, ACK] Seq=62 Ack=228 Win=64128 Len=62 TSval=4106063635 TSecr=1287679475",0
4718,68.8394344,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=228 Ack=124 Win=64896 Len=0 TSval=1287679497 TSecr=4106063635,0
4719,68.83946968,10.244.0.17,10.244.0.11,TCP,197,"8000  >  57136 [PSH, ACK] Seq=124 Ack=228 Win=64128 Len=131 TSval=4106063635 TSecr=1287679497",0
4720,68.8394762,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=228 Ack=255 Win=64768 Len=0 TSval=1287679497 TSecr=4106063635,0
4721,68.84089785,10.244.0.17,10.244.0.11,TCP,83,"8000  >  57136 [PSH, ACK] Seq=255 Ack=228 Win=64128 Len=17 TSval=4106063636 TSecr=1287679497",0
4722,68.84223733,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=228 Ack=272 Win=64768 Len=0 TSval=1287679499 TSecr=4106063636,0
4723,68.87575332,10.244.0.11,10.244.0.17,TCP,75,"57136  >  8000 [PSH, ACK] Seq=228 Ack=272 Win=64768 Len=9 TSval=1287679533 TSecr=4106063636",0
4724,68.87849976,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=9155 Ack=10983 Win=64256 Len=0 TSval=600340613 TSecr=1126395541,0
4725,68.87961839,10.244.0.11,10.244.0.17,TCP,66,"57136  >  8000 [FIN, ACK] Seq=237 Ack=272 Win=64768 Len=0 TSval=1287679537 TSecr=4106063636",0
4726,68.90872777,10.244.0.17,10.244.0.11,TCP,66,8000  >  57136 [ACK] Seq=272 Ack=238 Win=64128 Len=0 TSval=4106063704 TSecr=1287679533,0
4727,68.92796826,10.244.0.17,10.244.0.11,TCP,66,"8000  >  57136 [FIN, ACK] Seq=272 Ack=238 Win=64128 Len=0 TSval=4106063723 TSecr=1287679533",0
4728,68.94026847,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
4729,68.94782742,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
4730,68.97585611,10.244.0.11,10.244.0.17,TCP,66,57136  >  8000 [ACK] Seq=238 Ack=273 Win=64768 Len=0 TSval=1287679633 TSecr=4106063723,0
4741,69.08725326,10.244.0.11,10.244.0.2,DNS,104,Standard query 0xeb4c AAAA mongodb.free5gc.svc.cluster.local OPT,0
4742,69.08780062,10.244.0.2,10.244.0.11,DNS,197,Standard query response 0xeb4c AAAA mongodb.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4743,69.09149747,10.244.0.11,10.244.0.2,DNS,104,Standard query 0x962c A mongodb.free5gc.svc.cluster.local OPT,0
4744,69.09265947,10.244.0.2,10.244.0.11,DNS,153,Standard query response 0x962c A mongodb.free5gc.svc.cluster.local A 10.109.255.242 OPT,0
4745,69.09275646,10.244.0.11,10.244.0.8,TCP,74,50458  >  27017 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1788649285 TSecr=0 WS=128,0
4746,69.09279039,10.244.0.8,10.244.0.11,TCP,74,"27017  >  50458 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3812472275 TSecr=1788649285 WS=128",0
4747,69.0928013,10.244.0.11,10.244.0.8,TCP,66,50458  >  27017 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1788649285 TSecr=3812472275,0
4748,69.09297331,10.244.0.11,10.244.0.8,TCP,296,"50458  >  27017 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=230 TSval=1788649285 TSecr=3812472275 [TCP segment of a reassembled PDU]",0
4749,69.09298641,10.244.0.8,10.244.0.11,TCP,66,27017  >  50458 [ACK] Seq=1 Ack=231 Win=64128 Len=0 TSval=3812472275 TSecr=1788649285,0
4750,69.10977951,10.244.0.11,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 50458  >  27017 [ACK] Seq=231 Ack=320 Win=64640 Len=0 TSval=1788649302 TSecr=3812472292,0
4751,69.11014281,10.244.0.11,10.244.0.8,TCP,310,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=231 Ack=320 Win=64640 Len=244 TSval=1788649302 TSecr=3812472292 [TCP segment of a reassembled PDU]",0
4752,69.1114615,10.244.0.11,10.244.0.8,TCP,311,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=475 Ack=669 Win=64384 Len=245 TSval=1788649304 TSecr=3812472293 [TCP segment of a reassembled PDU]",0
4753,69.11190876,10.244.0.11,10.244.0.8,TCP,348,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=720 Ack=969 Win=64256 Len=282 TSval=1788649304 TSecr=3812472294 [TCP segment of a reassembled PDU]",0
4754,69.11227045,10.244.0.11,10.244.0.8,TCP,447,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=1002 Ack=1275 Win=64256 Len=381 TSval=1788649304 TSecr=3812472294 [TCP segment of a reassembled PDU]",0
4755,69.1543745,10.244.0.11,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 50458  >  27017 [ACK] Seq=1383 Ack=1399 Win=64256 Len=0 TSval=1788649347 TSecr=3812472295,0
4756,69.1732958,10.244.0.11,10.244.0.8,TCP,406,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=1383 Ack=1399 Win=64256 Len=340 TSval=1788649366 TSecr=3812472295 [TCP segment of a reassembled PDU]",0
4757,69.17390355,10.244.0.11,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 50458  >  27017 [ACK] Seq=1723 Ack=1444 Win=64256 Len=0 TSval=1788649366 TSecr=3812472356,0
4758,69.17472532,10.244.0.11,10.244.0.8,TCP,367,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=1723 Ack=1444 Win=64256 Len=301 TSval=1788649367 TSecr=3812472356 [TCP segment of a reassembled PDU]",0
4759,69.18250061,10.244.0.11,10.244.0.8,TCP,485,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=2024 Ack=1788 Win=64256 Len=419 TSval=1788649375 TSecr=3812472358 [TCP segment of a reassembled PDU]",0
4777,69.19592401,10.244.0.11,10.244.0.8,TCP,444,"[TCP ACKed unseen segment] 50458  >  27017 [PSH, ACK] Seq=2443 Ack=1912 Win=64256 Len=378 TSval=1788649388 TSecr=3812472370 [TCP segment of a reassembled PDU]",0
4779,69.19875609,10.244.0.11,10.244.0.3,DNS,105,Standard query 0x4e59 AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
4780,69.19882553,10.244.0.11,10.244.0.2,DNS,105,Standard query 0xd4f0 A udr-nudr.free5gc.svc.cluster.local OPT,0
4783,69.20047983,10.244.0.2,10.244.0.11,DNS,155,Standard query response 0xd4f0 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
4784,69.20203186,10.244.0.3,10.244.0.11,DNS,198,Standard query response 0x4e59 AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4786,69.22711911,10.244.0.17,10.244.0.8,TCP,66,33028  >  27017 [ACK] Seq=1 Ack=1825 Win=502 Len=0 TSval=600340959 TSecr=1126395931,0
4787,69.23786085,10.244.0.11,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 50458  >  27017 [ACK] Seq=2821 Ack=1957 Win=64256 Len=0 TSval=1788649430 TSecr=3812472378,0
4788,69.27414804,10.244.0.11,10.244.0.17,TCP,74,57152  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1287679931 TSecr=0 WS=128,0
4789,69.27420582,10.244.0.17,10.244.0.11,TCP,74,"8000  >  57152 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=4106064069 TSecr=1287679931 WS=128",0
4790,69.27421985,10.244.0.11,10.244.0.17,TCP,66,57152  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1287679931 TSecr=4106064069,0
4791,69.27446204,10.244.0.11,10.244.0.17,TCP,130,"57152  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1287679932 TSecr=4106064069",0
4792,69.27448104,10.244.0.17,10.244.0.11,TCP,66,8000  >  57152 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=4106064070 TSecr=1287679932,0
4793,69.2746199,10.244.0.11,10.244.0.17,TCP,254,"57152  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=188 TSval=1287679932 TSecr=4106064070",0
4794,69.27463446,10.244.0.17,10.244.0.11,TCP,66,8000  >  57152 [ACK] Seq=1 Ack=253 Win=64128 Len=0 TSval=4106064070 TSecr=1287679932,0
4795,69.27487479,10.244.0.17,10.244.0.11,TCP,105,"8000  >  57152 [PSH, ACK] Seq=1 Ack=253 Win=64128 Len=39 TSval=4106064070 TSecr=1287679932",0
4796,69.27488956,10.244.0.11,10.244.0.17,TCP,66,57152  >  8000 [ACK] Seq=253 Ack=40 Win=64896 Len=0 TSval=1287679932 TSecr=4106064070,0
4797,69.27744758,10.244.0.17,10.244.0.11,TCP,88,"8000  >  57152 [PSH, ACK] Seq=40 Ack=253 Win=64128 Len=22 TSval=4106064073 TSecr=1287679932",0
4798,69.27880439,10.244.0.11,10.244.0.17,TCP,66,57152  >  8000 [ACK] Seq=253 Ack=62 Win=64896 Len=0 TSval=1287679935 TSecr=4106064073,0
4799,69.27967277,10.244.0.11,10.244.0.17,TCP,75,"57152  >  8000 [PSH, ACK] Seq=253 Ack=62 Win=64896 Len=9 TSval=1287679937 TSecr=4106064073",0
4800,69.32101197,10.244.0.17,10.244.0.11,TCP,66,8000  >  57152 [ACK] Seq=62 Ack=262 Win=64128 Len=0 TSval=4106064116 TSecr=1287679937,0
4801,69.3242928,10.244.0.17,10.244.0.16,TCP,66,"8000  >  38930 [FIN, ACK] Seq=978 Ack=248 Win=64128 Len=0 TSval=1437846556 TSecr=3340745994",0
4802,69.32720862,10.244.0.16,10.244.0.17,TCP,66,"38930  >  8000 [FIN, ACK] Seq=248 Ack=979 Win=64256 Len=0 TSval=3340746954 TSecr=1437846556",0
4803,69.3272395,10.244.0.17,10.244.0.16,TCP,66,8000  >  38930 [ACK] Seq=979 Ack=249 Win=64128 Len=0 TSval=1437846558 TSecr=3340746954,0
4804,69.37301766,10.244.0.17,10.244.0.8,TCP,425,"38286  >  27017 [PSH, ACK] Seq=9155 Ack=10983 Win=64256 Len=359 TSval=600341107 TSecr=1126395541 [TCP segment of a reassembled PDU]",0
4805,69.37365113,10.244.0.8,10.244.0.17,TCP,192,"27017  >  38286 [PSH, ACK] Seq=10983 Ack=9514 Win=64128 Len=126 TSval=1126396080 TSecr=600341107 [TCP segment of a reassembled PDU]",0
4806,69.37369674,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=9514 Ack=11109 Win=64256 Len=0 TSval=600341108 TSecr=1126396080,0
4807,69.37424777,10.244.0.17,10.244.0.11,TCP,127,"8000  >  57152 [PSH, ACK] Seq=62 Ack=262 Win=64128 Len=61 TSval=4106064169 TSecr=1287679937",0
4808,69.37909175,10.244.0.17,10.244.0.11,TCP,79,"8000  >  57152 [PSH, ACK] Seq=123 Ack=262 Win=64128 Len=13 TSval=4106064174 TSecr=1287679937",0
4809,69.38021545,10.244.0.17,10.244.0.11,TCP,83,"8000  >  57152 [PSH, ACK] Seq=136 Ack=262 Win=64128 Len=17 TSval=4106064175 TSecr=1287679937",0
4810,69.38292721,10.244.0.11,10.244.0.17,TCP,66,57152  >  8000 [ACK] Seq=262 Ack=153 Win=64896 Len=0 TSval=1287680040 TSecr=4106064169,0
4811,69.38306808,10.244.0.11,10.244.0.17,TCP,66,"57152  >  8000 [FIN, ACK] Seq=262 Ack=153 Win=64896 Len=0 TSval=1287680040 TSecr=4106064169",0
4812,69.38368254,10.244.0.11,10.244.0.2,DNS,105,Standard query 0xe3ee AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
4813,69.38379056,10.244.0.11,10.244.0.2,DNS,105,Standard query 0x6fac A udr-nudr.free5gc.svc.cluster.local OPT,0
4814,69.39128467,10.244.0.2,10.244.0.11,DNS,155,Standard query response 0x6fac A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
4815,69.39137139,10.244.0.2,10.244.0.11,DNS,198,Standard query response 0xe3ee AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4816,69.39646982,10.244.0.11,10.244.0.17,TCP,74,57164  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1287680054 TSecr=0 WS=128,0
4817,69.39652801,10.244.0.17,10.244.0.11,TCP,74,"8000  >  57164 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=4106064192 TSecr=1287680054 WS=128",0
4818,69.39654354,10.244.0.11,10.244.0.17,TCP,66,57164  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1287680054 TSecr=4106064192,0
4819,69.39662696,10.244.0.11,10.244.0.17,TCP,130,"57164  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1287680054 TSecr=4106064192",0
4820,69.39663608,10.244.0.17,10.244.0.11,TCP,66,8000  >  57164 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=4106064192 TSecr=1287680054,0
4821,69.39669055,10.244.0.11,10.244.0.17,TCP,188,"57164  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=122 TSval=1287680054 TSecr=4106064192",0
4822,69.39669755,10.244.0.17,10.244.0.11,TCP,66,8000  >  57164 [ACK] Seq=1 Ack=187 Win=64256 Len=0 TSval=4106064192 TSecr=1287680054,0
4823,69.3967136,10.244.0.11,10.244.0.17,TCP,274,"57164  >  8000 [PSH, ACK] Seq=187 Ack=1 Win=64896 Len=208 TSval=1287680054 TSecr=4106064192",0
4824,69.39672003,10.244.0.17,10.244.0.11,TCP,66,8000  >  57164 [ACK] Seq=1 Ack=395 Win=64128 Len=0 TSval=4106064192 TSecr=1287680054,0
4825,69.4257625,10.244.0.17,10.244.0.11,TCP,66,8000  >  57152 [ACK] Seq=153 Ack=263 Win=64128 Len=0 TSval=4106064221 TSecr=1287680040,0
4826,69.47856849,10.244.0.17,10.244.0.11,TCP,105,"8000  >  57164 [PSH, ACK] Seq=1 Ack=395 Win=64128 Len=39 TSval=4106064274 TSecr=1287680054",0
4827,69.48090475,10.244.0.17,10.244.0.11,TCP,66,"8000  >  57152 [FIN, ACK] Seq=153 Ack=263 Win=64128 Len=0 TSval=4106064276 TSecr=1287680040",0
4828,69.48096029,10.244.0.11,10.244.0.17,TCP,66,57152  >  8000 [ACK] Seq=263 Ack=154 Win=64896 Len=0 TSval=1287680138 TSecr=4106064276,0
4829,69.47864437,10.244.0.11,10.244.0.17,TCP,66,57164  >  8000 [ACK] Seq=395 Ack=40 Win=64896 Len=0 TSval=1287680136 TSecr=4106064274,0
4830,69.48355988,10.244.0.11,10.244.0.17,TCP,75,"57164  >  8000 [PSH, ACK] Seq=395 Ack=40 Win=64896 Len=9 TSval=1287680141 TSecr=4106064274",0
4831,69.48761248,10.244.0.17,10.244.0.11,TCP,66,8000  >  57164 [ACK] Seq=40 Ack=404 Win=64128 Len=0 TSval=4106064283 TSecr=1287680141,0
4832,69.48768305,10.244.0.17,10.244.0.11,TCP,217,"8000  >  57164 [PSH, ACK] Seq=40 Ack=404 Win=64128 Len=151 TSval=4106064283 TSecr=1287680141",0
4833,69.48770962,10.244.0.17,10.244.0.11,TCP,274,"8000  >  57164 [PSH, ACK] Seq=191 Ack=404 Win=64128 Len=208 TSval=4106064283 TSecr=1287680141",0
4834,69.48774749,10.244.0.11,10.244.0.17,TCP,66,57164  >  8000 [ACK] Seq=404 Ack=399 Win=64640 Len=0 TSval=1287680145 TSecr=4106064283,0
4835,69.48839231,10.244.0.11,10.244.0.2,DNS,105,Standard query 0xddea AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
4836,69.48846337,10.244.0.11,10.244.0.3,DNS,105,Standard query 0xdf4c A nrf-nnrf.free5gc.svc.cluster.local OPT,0
4837,69.4886681,10.244.0.2,10.244.0.11,DNS,198,Standard query response 0xddea AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4838,69.49011836,10.244.0.17,10.244.0.11,TCP,83,"8000  >  57164 [PSH, ACK] Seq=399 Ack=404 Win=64128 Len=17 TSval=4106064285 TSecr=1287680145",0
4839,69.49125413,10.244.0.3,10.244.0.11,DNS,155,Standard query response 0xdf4c A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
4840,69.50007959,10.244.0.11,10.244.0.10,TCP,74,32804  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1596673882 TSecr=0 WS=128,0
4841,69.50018902,10.244.0.10,10.244.0.11,TCP,74,"8000  >  32804 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=416620949 TSecr=1596673882 WS=128",0
4842,69.50020876,10.244.0.11,10.244.0.10,TCP,66,32804  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1596673882 TSecr=416620949,0
4843,69.50033112,10.244.0.11,10.244.0.10,TCP,130,"32804  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1596673883 TSecr=416620949",0
4844,69.50034062,10.244.0.10,10.244.0.11,TCP,66,8000  >  32804 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=416620950 TSecr=1596673883,0
4845,69.50043214,10.244.0.11,10.244.0.10,TCP,193,"32804  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=127 TSval=1596673883 TSecr=416620950",0
4846,69.50043992,10.244.0.10,10.244.0.11,TCP,66,8000  >  32804 [ACK] Seq=1 Ack=192 Win=64256 Len=0 TSval=416620950 TSecr=1596673883,0
4847,69.51090937,10.244.0.10,10.244.0.11,TCP,105,"8000  >  32804 [PSH, ACK] Seq=1 Ack=192 Win=64256 Len=39 TSval=416620960 TSecr=1596673883",0
4848,69.51101826,10.244.0.11,10.244.0.10,TCP,66,32804  >  8000 [ACK] Seq=192 Ack=40 Win=64896 Len=0 TSval=1596673893 TSecr=416620960,0
4849,69.51422596,10.244.0.10,10.244.0.11,TCP,88,"8000  >  32804 [PSH, ACK] Seq=40 Ack=192 Win=64256 Len=22 TSval=416620963 TSecr=1596673893",0
4850,69.51423847,10.244.0.11,10.244.0.10,TCP,66,32804  >  8000 [ACK] Seq=192 Ack=62 Win=64896 Len=0 TSval=1596673896 TSecr=416620963,0
4851,69.51607446,10.244.0.10,10.244.0.8,TCP,302,"[TCP ACKed unseen segment] 38622  >  27017 [PSH, ACK] Seq=7150 Ack=31734 Win=502 Len=236 TSval=1426678998 TSecr=4121639040 [TCP segment of a reassembled PDU]",0
4852,69.51672396,10.244.0.10,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38622  >  27017 [ACK] Seq=7386 Ack=31840 Win=502 Len=0 TSval=1426678999 TSecr=4121639979,0
4853,69.5172181,10.244.0.11,10.244.0.10,TCP,75,"32804  >  8000 [PSH, ACK] Seq=192 Ack=62 Win=64896 Len=9 TSval=1596673899 TSecr=416620963",0
4854,69.52854985,10.244.0.11,10.244.0.17,TCP,66,57164  >  8000 [ACK] Seq=404 Ack=416 Win=64640 Len=0 TSval=1287680186 TSecr=4106064285,0
4855,69.5493317,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
4856,69.5497039,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
4857,69.56202266,10.244.0.10,10.244.0.11,TCP,66,8000  >  32804 [ACK] Seq=62 Ack=201 Win=64256 Len=0 TSval=416621011 TSecr=1596673899,0
4859,69.57831823,10.244.0.10,10.244.0.11,TCP,128,"8000  >  32804 [PSH, ACK] Seq=62 Ack=201 Win=64256 Len=62 TSval=416621028 TSecr=1596673899",0
4860,69.57838685,10.244.0.10,10.244.0.11,TCP,116,"8000  >  32804 [PSH, ACK] Seq=124 Ack=201 Win=64256 Len=50 TSval=416621028 TSecr=1596673899",0
4861,69.58037502,10.244.0.11,10.244.0.10,TCP,66,32804  >  8000 [ACK] Seq=201 Ack=174 Win=64896 Len=0 TSval=1596673963 TSecr=416621028,0
4862,69.58175847,10.244.0.11,10.244.0.14,TCP,189,"8000  >  55210 [PSH, ACK] Seq=62 Ack=700 Win=64128 Len=123 TSval=3483012484 TSecr=1315782588",0
4863,69.58182726,10.244.0.11,10.244.0.14,TCP,1269,"8000  >  55210 [PSH, ACK] Seq=185 Ack=700 Win=64128 Len=1203 TSval=3483012484 TSecr=1315782588",0
4864,69.58231037,10.244.0.14,10.244.0.11,TCP,66,55210  >  8000 [ACK] Seq=700 Ack=1388 Win=64256 Len=0 TSval=1315783393 TSecr=3483012484,0
4866,69.59169489,10.244.0.11,10.244.0.14,TCP,83,"8000  >  55210 [PSH, ACK] Seq=1388 Ack=700 Win=64128 Len=17 TSval=3483012494 TSecr=1315783393",0
4867,69.59186602,10.244.0.14,10.244.0.2,DNS,105,Standard query 0x6375 A nrf-nnrf.free5gc.svc.cluster.local OPT,0
4868,69.59404007,10.244.0.14,10.244.0.2,DNS,105,Standard query 0xb35d AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
4869,69.59498657,10.244.0.2,10.244.0.14,DNS,198,Standard query response 0xb35d AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
4870,69.59505056,10.244.0.2,10.244.0.14,DNS,155,Standard query response 0x6375 A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
4872,69.60089749,10.244.0.14,10.244.0.10,TCP,74,41870  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1330587007 TSecr=0 WS=128,0
4873,69.60097625,10.244.0.10,10.244.0.14,TCP,74,"8000  >  41870 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3787234588 TSecr=1330587007 WS=128",0
4874,69.60099562,10.244.0.14,10.244.0.10,TCP,66,41870  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1330587007 TSecr=3787234588,0
4875,69.60113836,10.244.0.14,10.244.0.10,TCP,130,"41870  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1330587007 TSecr=3787234588",0
4876,69.6011478,10.244.0.10,10.244.0.14,TCP,66,8000  >  41870 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3787234588 TSecr=1330587007,0
4877,69.60122583,10.244.0.14,10.244.0.10,TCP,193,"41870  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=127 TSval=1330587007 TSecr=3787234588",0
4878,69.60123291,10.244.0.10,10.244.0.14,TCP,66,8000  >  41870 [ACK] Seq=1 Ack=192 Win=64256 Len=0 TSval=3787234588 TSecr=1330587007,0
4879,69.60608412,10.244.0.10,10.244.0.14,TCP,105,"8000  >  41870 [PSH, ACK] Seq=1 Ack=192 Win=64256 Len=39 TSval=3787234593 TSecr=1330587007",0
4880,69.60611323,10.244.0.14,10.244.0.10,TCP,66,41870  >  8000 [ACK] Seq=192 Ack=40 Win=64896 Len=0 TSval=1330587012 TSecr=3787234593,0
4881,69.60614257,10.244.0.10,10.244.0.14,TCP,88,"8000  >  41870 [PSH, ACK] Seq=40 Ack=192 Win=64256 Len=22 TSval=3787234593 TSecr=1330587012",0
4882,69.60614923,10.244.0.14,10.244.0.10,TCP,66,41870  >  8000 [ACK] Seq=192 Ack=62 Win=64896 Len=0 TSval=1330587012 TSecr=3787234593,0
4883,69.60972916,10.244.0.14,10.244.0.10,TCP,75,"41870  >  8000 [PSH, ACK] Seq=192 Ack=62 Win=64896 Len=9 TSval=1330587016 TSecr=3787234593",0
4884,69.61172171,10.244.0.10,10.244.0.11,TCP,83,"8000  >  32804 [PSH, ACK] Seq=174 Ack=201 Win=64256 Len=17 TSval=416621061 TSecr=1596673963",0
4885,69.61188065,10.244.0.10,10.244.0.8,TCP,302,"[TCP ACKed unseen segment] 38622  >  27017 [PSH, ACK] Seq=7386 Ack=31840 Win=502 Len=236 TSval=1426679094 TSecr=4121639979 [TCP segment of a reassembled PDU]",0
4886,69.61223313,10.244.0.10,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38622  >  27017 [ACK] Seq=7622 Ack=31946 Win=502 Len=0 TSval=1426679094 TSecr=4121640074,0
4887,69.61382959,10.244.0.10,10.244.0.14,TCP,128,"8000  >  41870 [PSH, ACK] Seq=62 Ack=201 Win=64256 Len=62 TSval=3787234601 TSecr=1330587016",0
4888,69.61386162,10.244.0.10,10.244.0.14,TCP,116,"8000  >  41870 [PSH, ACK] Seq=124 Ack=201 Win=64256 Len=50 TSval=3787234601 TSecr=1330587016",0
4889,69.61389543,10.244.0.14,10.244.0.10,TCP,66,41870  >  8000 [ACK] Seq=201 Ack=174 Win=64896 Len=0 TSval=1330587020 TSecr=3787234601,0
4890,69.61828784,10.244.0.10,10.244.0.14,TCP,83,"8000  >  41870 [PSH, ACK] Seq=174 Ack=201 Win=64256 Len=17 TSval=3787234606 TSecr=1330587020",0
4891,69.6187323,10.244.0.14,10.244.0.10,TCP,66,"41870  >  8000 [FIN, ACK] Seq=201 Ack=191 Win=64896 Len=0 TSval=1330587025 TSecr=3787234606",0
4892,69.61878986,10.244.0.10,10.244.0.14,TCP,66,"8000  >  41870 [FIN, ACK] Seq=191 Ack=202 Win=64256 Len=0 TSval=3787234606 TSecr=1330587025",0
4893,69.61880588,10.244.0.14,10.244.0.10,TCP,66,41870  >  8000 [ACK] Seq=202 Ack=192 Win=64896 Len=0 TSval=1330587025 TSecr=3787234606,0
4894,69.63995894,10.244.0.14,10.244.0.11,TCP,66,55210  >  8000 [ACK] Seq=700 Ack=1405 Win=64256 Len=0 TSval=1315783450 TSecr=3483012494,0
4895,69.65650936,10.244.0.11,10.244.0.10,TCP,66,32804  >  8000 [ACK] Seq=201 Ack=191 Win=64896 Len=0 TSval=1596674039 TSecr=416621061,0
